name,address,phone,website,rating,total_reviews,price_level,business_status,types,place_id,query_used,scraped_at
Caswell&Dainow,"Unit 54, Omega Works, 4 Roach Rd, Fish Island, London E3 2PD, UK",020 7971 1226,http://www.caswellanddainow.com/,5.0,31,,OPERATIONAL,,ChIJ367ks9YddkgRo-4t5TUh7mU,property development,2025-09-17T17:00:38.995479
Visu Verum | Luxury Property Developer | Surrey and London UK,"559a King's Rd, London SW6 2EB, UK",020 7183 9683,http://www.visuverum.com/,4.6,16,,OPERATIONAL,,ChIJAWUWf84IdkgRxKj9ZMe1H50,property development,2025-09-17T17:00:39.182029
Azad properties development Ltd,"708 Lea Bridge Rd, London E10 6AW, UK",07542 373715,,5.0,2,,OPERATIONAL,,ChIJx_oZCWIddkgRqxvWT0_mNF8,property development,2025-09-17T17:00:39.448241
Clearview Developments,"8 Hill St, London W1J 5NG, UK",0333 444 2220,http://www.clearviewdevelopments.co.uk/,5.0,7,,OPERATIONAL,,ChIJNwBACjcMdkgRZy2WBuSPeNc,property development,2025-09-17T17:00:39.636201
Fruition Properties,"31, 35 Kirby St, London EC1N 8TE, UK",020 3828 0100,http://www.fruitionproperties.co.uk/,3.1,11,,OPERATIONAL,,ChIJc3FVeMMRdkgRdBiyPSJY_7Q,property development,2025-09-17T17:00:39.826705
D K Developments London,"71-75 Shelton St, London WC2H 9JQ, UK",020 3397 7077,https://dkdevelopments.co.uk/,5.0,6,,OPERATIONAL,,ChIJo5zV8fw3pAMRTb8xBkX9dUA,property development,2025-09-17T17:00:40.053367
Acres property development,"Located inside Hipro shop, 250 Hertford Rd, London, Enfield EN3 5BL, UK",07984 503336,http://www.acrespd.co.uk/,5.0,12,,OPERATIONAL,,ChIJSa8DUgAfdkgRjaXJCZEKA-c,property development,2025-09-17T17:00:40.241429
Ballymore Docklands,"161 Marsh Wall, London E14 9SJ, UK",020 7510 9100,https://www.ballymoregroup.com/,3.1,88,,OPERATIONAL,,ChIJQTFRDL4CdkgRxt0th8TDCWs,property development,2025-09-17T17:00:40.495896
Mountbatten Estates - Property Development,"124 City Rd, London EC1V 2NX, UK",020 7788 7939,https://www.mountbattenestates.co.uk/,5.0,1,,OPERATIONAL,,ChIJC4WbdbkddkgR7N0It9DFHmM,property development,2025-09-17T17:00:40.697426
Archco Developments,"10 Rectory Ln, Loughton IG10 2RL, UK",020 8502 2095,http://archco.co.uk/,5.0,7,,OPERATIONAL,,ChIJL_t-B5uh2EcR864mHd379G4,property development,2025-09-17T17:00:40.915847
CORE,"8 Frederick's Pl, London EC2R 8AB, UK",020 7814 1000,http://www.co-re.co.uk/,5.0,2,,OPERATIONAL,,ChIJCz1ZEVMDdkgRk_vLig-lQvk,property development,2025-09-17T17:00:41.093792
BK Property Management Services - Guaranteed Rent,"136 Katherine Rd, London E6 1ER, UK",020 8470 1420,https://www.bkpropertymanagementservices.com/,5.0,24,,OPERATIONAL,,ChIJvdjKLQCn2EcRqrfM2cQeXtc,property services,2025-09-17T17:00:41.650402
City Properties Services,"311 High St N, London E12 6SL, UK",020 8548 4343,,4.6,11,,OPERATIONAL,,ChIJ0zceYEym2EcRlsYnKuZw9NU,property services,2025-09-17T17:00:41.858803
Eastview Property Services,"134 Barking Rd, London E6 3BD, UK",020 8552 1100,,3.7,9,,OPERATIONAL,,ChIJ81C3e8un2EcROTxDHaWJAC8,property services,2025-09-17T17:00:42.070430
SC Property Management Services,"Jhumat House, 160 London Rd, Barking IG11 8BB, UK",020 8214 1110,https://scpropertymanagementservices.com/,4.9,10,,OPERATIONAL,,ChIJ3UcHBl-n2EcRN4yfu1tagCc,property services,2025-09-17T17:00:42.226178
Bex Property Services Ltd,"Appleby Rd, London E16 1LQ, UK",07951 035196,http://www.bexps.co.uk/,5.0,70,,OPERATIONAL,,ChIJfyVRUWCp2EcRWkLOMx42VBc,property services,2025-09-17T17:00:42.402363
East London Property Services Ltd,"Custom House, 10 Munday Rd, London E16 3QA, UK",020 7511 1240,http://www.eastlondonpropertyservices.com/,5.0,2,,OPERATIONAL,,ChIJRy4g8KWp2EcRHBdJejUJc0E,property services,2025-09-17T17:00:42.668172
Direct Property Services (DPS),"170 High St N, London E6 2JA, UK",020 8472 4447,,3.3,16,,OPERATIONAL,,ChIJz5uDOEqm2EcRqgzS8zKp0sU,property services,2025-09-17T17:00:42.851132
E V Property Services,"57 St Quintin Rd, London E13 9DT, UK",07894 098020,,5.0,2,,OPERATIONAL,,ChIJHRsHfsOn2EcRBJISF5bvVDs,property services,2025-09-17T17:00:43.119948
Stratford Property maintenance Services,"21a Broadway, London E15 4BQ, UK",,,5.0,1,,OPERATIONAL,,ChIJW9zFKACn2EcRRxH6E7QLRHc,property services,2025-09-17T17:00:43.302701
Oaktree Property Services,"572-574 Romford Rd, London E12 5AF, UK",020 3488 3116,,5.0,7,,OPERATIONAL,,ChIJ1U_7vjen2EcRbC-kllJLqtE,property services,2025-09-17T17:00:43.492587
Sara Property Services,"1A Thorpe Rd, London E6 2HS, UK",020 8470 0033,,4.7,3,,OPERATIONAL,,ChIJe3WeRjam2EcRJEfN_-EIFXs,property services,2025-09-17T17:00:43.700746
Key2Key Property Management,"120 Upton Ln, London E7 9LW, UK",020 8552 4777,http://www.key2keyproperties.com/,4.8,155,,OPERATIONAL,,ChIJTTTdtL2n2EcREeXyaw0MU4E,property services,2025-09-17T17:00:43.861523
Property Hub Services Ltd,"Beaufort Court, Admirals Way, London E14 9XL, UK",020 3950 3805,https://www.phubservices.com/,5.0,11,,OPERATIONAL,,ChIJ2QgLAG8DdkgRo15VBksGkOo,property services,2025-09-17T17:00:44.047275
Upton Park Property Maintenance Services,"11 Raymond Rd, London E13 9AP, UK",,,0.0,0,,OPERATIONAL,,ChIJ4TMrCQCn2EcRkl4KgsaeEB4,property services,2025-09-17T17:00:44.218664
Saji Property Services Ltd,"196 Shrewsbury Rd, London E7 8QJ, UK",020 8471 1444,http://www.sajiproperty.com/,4.4,27,,OPERATIONAL,,ChIJ2ffewbOn2EcRWTFfzeErZjo,property services,2025-09-17T17:00:44.409053
Open House Property Service,"252-262 Romford Road 405 Kalam House, London E7 9HZ, UK",020 8092 6020,http://www.ohpropertyservice.co.uk/,4.5,20,,OPERATIONAL,,ChIJz7lHmhmn2EcRO4dJchNnmmQ,property services,2025-09-17T17:00:44.588634
One Point Services Ltd,"329-333 High St, London E15 2TF, UK",020 3095 0959,https://www.onepointservices.co.uk/,5.0,24,,OPERATIONAL,,ChIJOa4aZ2AddkgRD3Qp2N8EGc8,property services,2025-09-17T17:00:44.786073
Bismilla Property Ltd,"747 Barking Rd, London E13 9ER, UK",020 8586 6779,https://bismillaproperty.com/,4.5,18,,OPERATIONAL,,ChIJCatAOM-n2EcR_e2I2mTN_2Q,property services,2025-09-17T17:00:44.939400
One Property Shop,"Office 638, 26 Cheering Ln, East Village, London E20 1BD, UK",020 3490 1101,http://www.onepropertyshop.co.uk/,5.0,42,,OPERATIONAL,,ChIJc-okk4EddkgRUipJEpvVdxk,property services,2025-09-17T17:00:45.216275
Eastway Property Services,"740 High Rd Leytonstone, Bushwood, London E11 3AW, UK",020 8539 5615,,4.3,47,,OPERATIONAL,,ChIJD0X_qW-n2EcRFSJQZy5tkk8,property services,2025-09-17T17:00:45.398109
TheAdvisory,"County House, Cornwall Ave, Church End, London N3 1LF, UK",020 3858 9903,http://www.theadvisory.co.uk/,5.0,117,,OPERATIONAL,,ChIJIzXtGlYXdkgRMDjoE31nGuQ,property advisors,2025-09-17T17:00:46.024511
Alex Goldstein Property Consultants,"4 Old Park Ln, London W1K 1QW, UK",020 3714 5910,https://www.alexgoldstein.co.uk/,5.0,9,,OPERATIONAL,,ChIJPWBQrc4adkgRJ4f4FZN93QM,property advisors,2025-09-17T17:00:46.265966
Property Advisors Ltd,"Level 1, One, Devonshire House, Mayfair Pl, London W1J 8AJ, UK",020 3205 7388,,0.0,0,,OPERATIONAL,,ChIJwdtO6BwFdkgRWj_puOqPMRk,property advisors,2025-09-17T17:00:46.426565
PROPERTY CONSULTANTS GROUP,"71-75 Shelton St, London WC2H 9JQ, UK",0330 390 3533,http://propertyconsultantsgroup.co.uk/,5.0,1,,OPERATIONAL,,ChIJCZckwcwEdkgRPIw91t9iGKM,property advisors,2025-09-17T17:00:46.579137
Barrain London Estate Agents,"10 Mahindra Wy., London E6 5AQ, UK",020 3780 7991,https://barrain.co.uk/,5.0,24,,OPERATIONAL,,ChIJwYW5OGyn2EcRh5vJq4JhUjo,property advisors,2025-09-17T17:00:46.733355
Helix Property Advisors,"6 Arne St, London WC2E 9FE, UK",020 7495 2434,http://www.helixproperty.co.uk/,3.7,3,,OPERATIONAL,,ChIJ2XdyhDIFdkgRFPHBEYIMhF0,property advisors,2025-09-17T17:00:46.921625
Core London Property Advisors,"Saunders House, 52-53 The Mall, London W5 3TA, UK",020 8226 5050,http://core.london/,4.9,52,,OPERATIONAL,,ChIJa36rXV0NdkgR8Asm80EJqy4,property advisors,2025-09-17T17:00:47.178526
Summit Property Advisors,"53 Welbeck St, London W1G 9XR, UK",020 7486 6655,https://www.summitpa.com/,0.0,0,,OPERATIONAL,,ChIJL5uITdIadkgRxNhd2aWWY9M,property advisors,2025-09-17T17:00:47.348509
Middleton Advisors,"50 Sloane Ave, London SW3 3DD, UK",020 7370 4242,https://middletonadvisors.com/,4.7,13,,OPERATIONAL,,ChIJfwJe7S4FdkgRNRsFCf0t0MA,property advisors,2025-09-17T17:00:47.535590
Fortuna And Co.,"Pavilion Kensington, 96 Kensington High St, London W8 4SG, UK",020 4537 8140,https://www.fortunaandcompany.com/,4.9,45,,OPERATIONAL,,ChIJMZHUTUoFdkgRlMSzVPEsXOg,property advisors,2025-09-17T17:00:47.770502
Welbeck Real Estate Advisors,"122 Wigmore St, London W1U 3RY, UK",020 3161 4222,https://www.welbeckre.com/,0.0,0,,OPERATIONAL,,ChIJoac8Q2YbdkgR3DvOFmNjDOw,property advisors,2025-09-17T17:00:47.943781
FMX Urban Property Advisers,"4th Floor, 41-43 Maddox St, London W1S 2PD, UK",020 3130 4650,http://www.fmx.co.uk/,5.0,1,,OPERATIONAL,,ChIJ0Ybn_ioFdkgRDGnuwqeQrIQ,property advisors,2025-09-17T17:00:48.117722
Ekistics Property Advisors LLP,"5 Hanover Square, London W1S 1HE, UK",020 7016 3070,http://ekisticsproperty.com/,5.0,1,,OPERATIONAL,,ChIJdZiNRCwFdkgRPl6XIkkPiO4,property advisors,2025-09-17T17:00:48.305836
Barrain London Canary Wharf Estate Agents,"6 Millharbour, Watergate Walk, London E14 9XH, UK",020 3780 7991,https://barrain.co.uk/,5.0,124,,OPERATIONAL,,ChIJBR1Y-lkFdkgR_gPqmZw8j5o,property advisors,2025-09-17T17:00:48.500956
Rivera Property Consultants,"Piccadilly Chambers, Dudley House, 169 Piccadilly, London W1J 9EH, UK",020 7998 3504,http://riverapropertyconsultants.com/,5.0,16,,OPERATIONAL,,ChIJT0PU9CoFdkgRoE6kBQyXEgg,property advisors,2025-09-17T17:00:48.656995
RFR | The Buyer's Advisor,"Highfield House, 4 Woodfall St, London SW3 4DJ, UK",020 3871 5800,http://www.rfrproperty.com/,5.0,1,,OPERATIONAL,,ChIJjQXu9xIFdkgRIrP0MrhTI0M,property advisors,2025-09-17T17:00:48.832090
ADS Real Estate Advisors,"10 Gee's Ct, London W1U 1JJ, UK",020 3418 2000,http://adsre.co.uk/,0.0,0,,OPERATIONAL,,ChIJgQlOFisFdkgRwUIwGpjnTVk,property advisors,2025-09-17T17:00:48.994826
O'Sullivan Property Consultants,"96 Seymour Pl, London W1H 1NB, UK",020 7099 0800,http://www.osullivanproperty.co.uk/,4.8,56,,OPERATIONAL,,ChIJ0xlJBysFdkgRu3SRyVqCBrI,property advisors,2025-09-17T17:00:49.152941
Legacy Property Consultants,"10-11, Barkat House, 116-118 Finchley Rd, South Hampstead, London NW3 5HT, UK",020 7433 2523,http://www.legacypcl.co.uk/,5.0,220,,OPERATIONAL,,ChIJAyR5LIUadkgRaTgBjcxA87M,property advisors,2025-09-17T17:00:49.323316
LT Property Consultancy,"4 Cavendish Square, London W1G 0PG, UK",020 3375 6329,http://www.ltpropertyconsultancy.com/,5.0,10,,OPERATIONAL,,ChIJs-Z5faEbdkgRJXJahNc1feM,property advisors,2025-09-17T17:00:49.523516
The Property Specialists | Estate agents in Billericay,"135 High St, Billericay CM12 9AB, UK",01277 654446,https://www.thepropertyspecialists.co.uk/?utm_source=localmaps&utm_medium=gbp&utm_campaign=billericay,5.0,117,,OPERATIONAL,,ChIJhRBZueTA2EcRLsDsXI_k7FA,property specialists,2025-09-17T17:00:50.081498
base property specialists - London's experts at letting & property management,"3 Garden Walk, London EC2A 3EQ, UK",020 7033 1901,https://www.baseps.co.uk/,5.0,105,,OPERATIONAL,,ChIJS-fnqrocdkgRDwdKmsYYOkw,property specialists,2025-09-17T17:00:50.326059
S&J property specialist ltd,"20-22 Wenlock Rd, London N1 7GU, UK",07359 772672,http://www.sjpropertyrefurbs.com/,5.0,9,,OPERATIONAL,,ChIJ7fDogUQddkgRqKIpFOxxGuA,property specialists,2025-09-17T17:00:50.549137
1st Property Management,"86-90 Paul St, London EC2A 4NE, UK",020 3984 9146,https://www.1stpropertymanagement.co.uk/,4.4,37,,OPERATIONAL,,ChIJzeQZG7McdkgRoWuuD9gbzGg,property specialists,2025-09-17T17:00:50.700242
Fenners Property Specialists,"SOUTH KENSINGTON STATION ARCADE, South Kensington, London SW7 2NA, UK",020 8133 5781,http://www.fennersproperty.co.uk/,4.9,66,,OPERATIONAL,,ChIJAQDQnkIFdkgRlTzLFcwHYDE,property specialists,2025-09-17T17:00:50.920096
1st Property Specialists,"Dalton House, 60 Windsor Ave, London SW19 2RR, UK",07534 064281,http://www.firstpropertyspecialists.co.uk/,5.0,4,,OPERATIONAL,,ChIJwaj9XHsHdkgR-DaF-GC3wT0,property specialists,2025-09-17T17:00:51.106143
IT PROPERTY SPECIALISTS LTD,"19 Shad Thames, London SE1 2YQ, UK",07405 450858,,0.0,0,,OPERATIONAL,,ChIJM8VFxoUDdkgRRL5uUxdMvzg,property specialists,2025-09-17T17:00:51.272542
The Property Expert,"STC House, 7 Elmfield Park, Bromley BR1 1LT, UK",07884 187114,http://www.thepropertyxp.com/,4.9,59,,OPERATIONAL,,ChIJhfOZhner2EcRckEt58v6P1w,property experts,2025-09-17T17:00:51.901721
THE REAL PROPERTY EXPERTS,"18 Bouverie Pl, Tyburnia, London W2 1RD, UK",020 7723 2393,https://www.trpe.co.uk/,4.5,49,,OPERATIONAL,,ChIJAQBQwTQFdkgRbqLmnEupDPc,property experts,2025-09-17T17:00:52.101791
Expert Property,"Kebbell House, Delta Gain, Watford WD19 5EF, UK",020 8428 7794,,3.4,38,,OPERATIONAL,,ChIJyZ7y8jFrdkgRE3ZM4EcqZrE,property experts,2025-09-17T17:00:52.297145
Property Care Experts Ltd,"12 Edison Wy, Dagenham RM9 6GH, UK",07553 079135,https://www.propertycareexpertsltd.co.uk/contact,5.0,9,,OPERATIONAL,,ChIJ8TODhmil2EcRUrWIIwVM9Hc,property experts,2025-09-17T17:00:52.504488
Expert Agent,"The Cooperage, 5 Copper Row, London SE1 2LH, UK",01225 303500,http://www.expertagent.co.uk/,4.7,85,,OPERATIONAL,,ChIJ_5hcO38sckgRuggjig1l9IE,property experts,2025-09-17T17:00:52.691389
Purple Housing,"Unit 3 Dulcia Works, Herbert St, London E13 8BE, UK",020 3874 0445,http://www.purplehousing.co.uk/,4.0,4,,OPERATIONAL,,ChIJn43v0Omn2EcR1mzhwIEEYt8,property experts,2025-09-17T17:00:52.951083
Expert Estate Agents,"Square Root Business Centre, 102-116 Windmill Rd, Croydon CR0 2XQ, UK",020 8656 8888,https://www.expertestateagents.co.uk/,4.6,45,,OPERATIONAL,,ChIJmemNKLIBdkgR9wnLWffcdiA,property experts,2025-09-17T17:00:53.154870
base property specialists - London's experts at letting & property management,"3 Garden Walk, London EC2A 3EQ, UK",020 7033 1901,https://www.baseps.co.uk/,5.0,105,,OPERATIONAL,,ChIJS-fnqrocdkgRDwdKmsYYOkw,property experts,2025-09-17T17:00:53.306711
Property Experts,"1 Mitcham Ln, Greater, London SW16 6LG, UK",020 8720 6901,https://propertyexperts.co.uk/about-us/,0.0,0,,OPERATIONAL,,ChIJ9WcL-oIGdkgRnJn3lUc3K6E,property experts,2025-09-17T17:00:53.526366
Property Marketing Experts Ltd,"63, 66 Hatton Garden, London EC1N 8LE, UK",07549 772542,http://www.propertymarketingexperts.ltd/,1.0,1,,OPERATIONAL,,ChIJx9L6U34bdkgR62sRfVLbmXs,property experts,2025-09-17T17:00:53.704250
French Property Experts,"31 Southampton Row, London WC1B 5HJ, UK",020 3356 9784,http://frenchproperty-experts.co.uk/,0.0,0,,CLOSED_TEMPORARILY,,ChIJ_fkjRjQbdkgR_FRqu7QZnhM,property experts,2025-09-17T17:00:53.867527
Real Estate Agents London,"75A Barking Rd, London E16 4HB, UK",020 7055 0441,https://realestateagentslondon.co.uk/,4.8,396,,OPERATIONAL,,ChIJjfZBDP2n2EcRoMW6UbBfGj0,property brokers,2025-09-17T17:00:54.569057
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,property brokers,2025-09-17T17:00:54.731193
Estate Agents Royal Wharf,"6 Britannia Gate, London E16 1SA, UK",020 7183 5337,https://estateagentsroyalwharf.co.uk/,4.8,28,,OPERATIONAL,,ChIJjx03Sw6p2EcRFt0mjuF-Tks,property brokers,2025-09-17T17:00:54.913590
The London Broker,"12 Hay Hill, London W1J 8NR, UK",020 7193 9969,http://www.thelondonbroker.com/,3.1,11,,OPERATIONAL,,ChIJq6p6gikFdkgRg6rUvjpP30c,property brokers,2025-09-17T17:00:55.118831
Estate Agents Beckton,"98 Nightingale Way, London E6 5ZJ, UK",020 7183 8331,https://estateagentsbeckton.co.uk/,0.0,0,,OPERATIONAL,,ChIJGfnZsmen2EcRHV9k-nZebv0,property brokers,2025-09-17T17:00:55.296521
TYRON ASH INTERNATIONAL REAL ESTATE,"Berkeley Square House, Berkeley Square, London W1J 6BE, UK",0333 305 0656,https://tyronash.com/,4.6,351,,OPERATIONAL,,ChIJJx3nVikFdkgRqsWTEWv9n0Q,property brokers,2025-09-17T17:00:55.574459
Kingdom Property Agents Ltd,"91Katherine Road, London E6 1EW, UK",020 8821 0287,https://ukmapslocation.org/business/kingdom-property-agents-ltd-ol72tp,5.0,54,,OPERATIONAL,,ChIJicLUyMqn2EcRHRZfTn5uabI,property brokers,2025-09-17T17:00:55.727479
Ernest-Brooks International - London Estate Agency,"Sierra Quebec Bravo, 77 Marsh Wall, London E14 9SH, UK",020 3621 8881,http://www.ernest-brooks.com/,4.8,427,,OPERATIONAL,,ChIJGR1su7kCdkgRn3b1WdEZbrA,property brokers,2025-09-17T17:00:55.948367
Stonelink International,"Linen Hall, 162 - 168 Regent St., London W1B 5TH, UK",020 7993 4081,https://www.stonelinkinternational.com/,5.0,1,,OPERATIONAL,,ChIJia9qu5cFdkgRGGXWIONPXDo,property brokers,2025-09-17T17:00:56.166091
Proper Property Claims,"9, Citibase, Gunnery Terrace, Royal Arsenal, London SE18 6SW, UK",07946 153265,http://properpropertyclaims.co.uk/,5.0,1,,OPERATIONAL,,ChIJ_36y8cCo2EcR2OyUtvHb8xg,property brokers,2025-09-17T17:00:56.350322
Flambard Williams,"30 Churchill Pl, London E14 5RE, UK",020 7183 0646,https://www.flambardwilliams.co.uk/,4.7,183,,OPERATIONAL,,ChIJCV5YLNTr2EcRYz3R-T5lj_g,property brokers,2025-09-17T17:00:56.499801
Announce Property,"124 City Rd, London EC1V 2NX, UK",020 3488 7838,http://www.announceproperty.co.uk/,4.9,55,,OPERATIONAL,,ChIJlbRPZmQddkgR5uX62smbCfc,property brokers,2025-09-17T17:00:56.688707
London Property Shop,"132 Katherine Rd, London E6 1ER, UK",020 8548 1234,,4.2,12,,OPERATIONAL,,ChIJV_KIqMqn2EcRLFQnFjjoWpQ,property brokers,2025-09-17T17:00:56.865690
Maxwell Properties,"Docklands Business Centre, 10-16 Tiller Rd, London E14 8PX, UK",020 3763 6123,https://maxwellproperties.co.uk/,4.3,28,,OPERATIONAL,,ChIJOVRVZMACdkgR9wcGa7cURJM,property brokers,2025-09-17T17:00:57.145090
R L Morris Estate Agents,"32 High Rd, London E18 2QL, UK",020 3418 0777,http://www.rlmorrisproperty.co.uk/,4.7,53,,OPERATIONAL,,ChIJC34n8kmn2EcRZdhwJXa4JDE,property brokers,2025-09-17T17:00:57.333385
Black Brick Property Solutions LLP,"12 Hay Hill, London W1J 8NR, UK",020 3141 9861,http://www.black-brick.com/,4.3,12,,OPERATIONAL,,ChIJ9VVytisFdkgRz0TcHbjqpB8,property brokers,2025-09-17T17:00:57.517850
Brics Mortimer Silk Property Finders,"86-90 Paul St, London EC2A 4NE, UK",020 3633 0328,http://www.bricsmortimersilk.com/,5.0,2,,OPERATIONAL,,ChIJHzGK8PwJdkgR7yD4uqmymt0,property brokers,2025-09-17T17:00:57.758216
Raven Rose,"Albert House, 256-260 Old St, London EC1V 9DD, UK",020 7781 8550,http://ravenrose.co/,5.0,1,,CLOSED_TEMPORARILY,,ChIJcVxEeocddkgRJqh6jvJOxx8,property brokers,2025-09-17T17:00:57.934932
Independent Property Brokers,"3 More London Pl, London SE1 2RE, UK",020 3283 4172,,0.0,0,,OPERATIONAL,,ChIJI8V6fEUDdkgR5husRrH7d64,property brokers,2025-09-17T17:00:58.191152
Victor Michael Sales And Lettings Estate Agents in Stratford / East London,"74 Leytonstone Rd, London E15 1SQ, UK",020 8519 2000,http://www.victormichael.com/,4.6,217,,OPERATIONAL,,ChIJRxJChoan2EcR8tzckAXZYpM,property brokers,2025-09-17T17:00:58.358586
Kevin & Co. Sales & Letting Agents,"The Oxygen, 18 Western Gateway, London E16 1BL, UK",,https://kevinandco.uk/,4.9,231,,OPERATIONAL,,ChIJTUsu-Man2EcRNQ69BFQi0zs,property agents,2025-09-17T17:00:59.398193
Real Estate Agents London,"75A Barking Rd, London E16 4HB, UK",020 7055 0441,https://realestateagentslondon.co.uk/,4.8,396,,OPERATIONAL,,ChIJjfZBDP2n2EcRoMW6UbBfGj0,property agents,2025-09-17T17:00:59.642584
Kingdom Property Agents Ltd,"91Katherine Road, London E6 1EW, UK",020 8821 0287,https://ukmapslocation.org/business/kingdom-property-agents-ltd-ol72tp,5.0,54,,OPERATIONAL,,ChIJicLUyMqn2EcRHRZfTn5uabI,property agents,2025-09-17T17:00:59.802824
Harvey W James,"F1, 415 High St, London E15 4QZ, UK",020 3865 1500,https://www.harveywjames.com/,5.0,211,,OPERATIONAL,,ChIJE3YRc4qn2EcROhAhS9q0jMA,property agents,2025-09-17T17:00:59.964462
ARQ Homes,"355-357, Barking Rd, London E6 1LA, UK",020 8472 0011,http://www.arqhomes.co.uk/,4.9,233,,OPERATIONAL,,ChIJD6c4L76n2EcRXQpC9qGT_Gg,property agents,2025-09-17T17:01:00.117994
T J Miller,"148 Plashet Rd, London E13 0QS, UK",020 8514 7788,https://uklocation.org/business/t-j-miller-af90v0,4.8,64,,OPERATIONAL,,ChIJx_eB9Lin2EcRJKlUfqzEkB0,property agents,2025-09-17T17:01:00.363307
Key2Key Property Management,"120 Upton Ln, London E7 9LW, UK",020 8552 4777,http://www.key2keyproperties.com/,4.8,155,,OPERATIONAL,,ChIJTTTdtL2n2EcREeXyaw0MU4E,property agents,2025-09-17T17:01:00.513163
Alexander Rose Estates,"Stratford Workshops, 15 Burford Rd, London E15 2SP, UK",020 3051 9877,https://alexanderroseestates.co.uk/,5.0,115,,OPERATIONAL,,ChIJKVJDsVADdkgRGRdZEVsrktw,property agents,2025-09-17T17:01:00.671689
Shan Properties (UK) Ltd,"61 Plashet Grove, London E6 1AD, UK",020 8472 9993,https://shanproperties.co.uk/,4.7,332,,OPERATIONAL,,ChIJy418xren2EcRRyWx6ahlYDI,property agents,2025-09-17T17:01:00.852195
Hunters Estate & Letting Agents Plaistow,"272 Barking Rd, London E13 8HR, UK",020 7474 2345,https://www.hunters.com/office/plaistow?utm_source=google&utm_medium=local,4.6,190,,OPERATIONAL,,ChIJfyPNUuGn2EcRjyl-qGgxZYg,property agents,2025-09-17T17:01:01.009129
Stonebridge Estate Agents,"248 High St N, London E12 6SB, UK",020 8590 1499,http://www.stonebridgelondon.co.uk/,4.9,115,,OPERATIONAL,,ChIJ9aG4mkum2EcRGnLiTKipJvI,property agents,2025-09-17T17:01:01.169369
Let Sell Property ltd,"115 Green St, London E7 8JF, UK",020 8396 4000,http://www.letsellproperty.co.uk/,4.7,68,,OPERATIONAL,,ChIJr5H6iJ2m2EcRZ5ndildTvqM,property agents,2025-09-17T17:01:01.381116
Easymove Estate and Letting Agents | East London,"161 High St N, London E6 1JB, UK",020 8470 0007,http://www.easymoveea.com/,4.6,308,,OPERATIONAL,,ChIJwUPrSEqm2EcRbZv5UCaL6sA,property agents,2025-09-17T17:01:01.544116
Hawks | Estate Agents | East London,"71-73 W Ham Ln, London E15 4PH, UK",020 3002 6769,https://hawksestateagents.com/,4.5,106,,OPERATIONAL,,ChIJKYW0noun2EcR-tXBbLP5dmQ,property agents,2025-09-17T17:01:01.699507
David Daniels,"49C Leytonstone Rd, London E15 1JA, UK",020 8555 3521,http://www.daviddaniels.co.uk/,4.2,297,,OPERATIONAL,,ChIJQcFIVY-n2EcR1Yy9loVJ3ok,property agents,2025-09-17T17:01:01.904837
JLL Stratford Real Estate,"5 Station St, London E15 1LA, UK",020 3147 1500,https://residential.jll.co.uk/offices/estate-agent-stratford,4.7,451,,OPERATIONAL,,ChIJSQkxlWEddkgRsJQ2R3lwA2g,property agents,2025-09-17T17:01:02.064799
Thinq Homes,"130 Plashet Rd, London E13 0QS, UK",020 8548 4007,http://www.thinqhomes.com/,4.9,48,,OPERATIONAL,,ChIJNa2v7Lin2EcRha2cKYlJjpE,property agents,2025-09-17T17:01:02.225276
Reeds Rains Estate Agents Plaistow,"286 Barking Rd, London E13 8HR, UK",020 7474 9157,https://www.reedsrains.co.uk/estate-agent/plaistow?utm_source=google_my_business&utm_medium=organic&utm_campaign=RPLAI1,4.5,190,,OPERATIONAL,,ChIJLbUSTeGn2EcRK6GxMPi8mrw,property agents,2025-09-17T17:01:02.441235
Bismilla Property Ltd,"747 Barking Rd, London E13 9ER, UK",020 8586 6779,https://bismillaproperty.com/,4.5,18,,OPERATIONAL,,ChIJCatAOM-n2EcR_e2I2mTN_2Q,property agents,2025-09-17T17:01:02.639509
Manor Estate Agent,"420 High St N, London E12 6RH, UK",020 3500 9988,https://manorestateagent.co.uk/,4.9,95,,OPERATIONAL,,ChIJt2i7Piqn2EcRNvWISoLLS3Y,property agents,2025-09-17T17:01:02.913589
BK Property Management Services - Guaranteed Rent,"136 Katherine Rd, London E6 1ER, UK",020 8470 1420,https://www.bkpropertymanagementservices.com/,5.0,24,,OPERATIONAL,,ChIJvdjKLQCn2EcRqrfM2cQeXtc,property companies,2025-09-17T17:01:03.595231
Imperial Dragon Property Management,"30 Churchill Pl, London E14 5RE, UK",020 7096 0964,http://www.imperialdragonproperty.com/,4.4,39,,OPERATIONAL,,ChIJDYHOJcwEdkgRiVHRULwdLFM,property companies,2025-09-17T17:01:03.747771
J Property Management,"7 Bell Yard, London WC2A 2JR, UK",020 3105 5898,http://www.jpropertymanagement.co.uk/,4.8,33,,OPERATIONAL,,ChIJWTF3B9gBdkgRMNQ1jXftdG8,property companies,2025-09-17T17:01:03.954468
